body,event.name,framework.duration_ms,framework.event_id,framework.field.atributos,framework.field.autenticacoes,framework.field.avisos,framework.field.conceitos,framework.field.consistente,framework.field.dados,framework.field.durationMs,framework.field.encaminhamentos,framework.field.encerramento,framework.field.enlaces,framework.field.errosCorrigidos,framework.field.errosSemCorrecao,framework.field.hardening,framework.field.httpStatus,framework.field.ip,framework.field.linhas,framework.field.login,framework.field.metodo,framework.field.naoInterpretadas,framework.field.passos,framework.field.passosSelecao,framework.field.pendencias,framework.field.protecoes,framework.field.protocolo,framework.field.resultado,framework.field.rota,framework.field.roteadores,framework.field.status,framework.field.total,framework.field.traceId,framework.module,framework.status,http.request.method,http.response.status_code,http.route,severity,timeUnixNano,traceId
evento=engenharia_reversa_parse status=ok avisos=3 consistente=true enlaces=3 errosCorrigidos=14 errosSemCorrecao=0 linhas=58 naoInterpretadas=0 pendencias=0 roteadores=3,engenharia_reversa_parse,,ffd2c9bd-9ca3-45e0-8083-3fb9e2f6d04d,,,3,,true,,,,,3,14,0,,,,58,,,0,,,0,,,,,3,,,,resolucaoProblemas,ok,GET,,/resolucao-problemas,INFO,1786414998000000000,9614d1a47d38468da769d5ca6e331857
evento=http_access status=ok,http_access,20,b8d48f75-ab8e-4272-8207-13b9ad08e46d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/resolucao-problemas,INFO,1786414997000000000,be579e4c358d42f694f3666d06d99d5e
evento=http_access status=ok,http_access,41,997c38aa-8ed8-4eb3-9018-6237c0375cd6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/protocolos/bgp,INFO,1786414997000000000,bda9121d84af48db81f4a30723ad2adc
evento=aprofundamento_view status=ok atributos=8 conceitos=6 passosSelecao=14 protecoes=6 protocolo=bgp,aprofundamento_view,,f37823f6-113d-46f4-83f9-6b9929e9d032,8,,,6,,,,,,,,,,,,,,,,,14,,6,bgp,,,,,,,protocolos,ok,GET,,/protocolos/bgp,INFO,1786414997000000000,bda9121d84af48db81f4a30723ad2adc
evento=http_access status=ok,http_access,57,78323a05-d60e-4255-b9c2-27cfc6cffda8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/protocolos,INFO,1786414997000000000,13571f4d3e3f45de914e19b7927e34f8
evento=catalog_load status=ok total=47,catalog_load,,029f35b0-4987-4f96-964d-1054825af692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,protocolos,ok,GET,,/protocolos,INFO,1786414997000000000,13571f4d3e3f45de914e19b7927e34f8
evento=catalog_load status=ok total=47,catalog_load,,1c691623-37f9-4939-9a98-28d35656b419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,protocolos,ok,GET,,/protocolos,INFO,1786414997000000000,13571f4d3e3f45de914e19b7927e34f8
evento=http_access status=ok,http_access,87,16c1363b-c089-4c81-be92-6b7f5cfba722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/portas,INFO,1786414996000000000,a0348ff5b48847bf8652076cff1d48f5
evento=catalog_load status=ok total=30,catalog_load,,c8d0f61a-dc48-496c-aeda-c6cb002805e1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,portas,ok,GET,,/portas,INFO,1786414996000000000,a0348ff5b48847bf8652076cff1d48f5
evento=http_access status=ok,http_access,3,eb53ea13-3f86-4371-a46d-cf68c628878c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/calculadora,INFO,1786414996000000000,3c9d4d3ad3f144f19036164165fe6f76
evento=http_access status=ok,http_access,33,203d582a-d013-4f0b-bca1-859fa7967893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786414996000000000,ed676c35745e4fa78064a602abb94f38
evento=http_access status=ok,http_access,23,6d5de5f6-fa9d-4e3e-b66e-db1b8d6446fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786414996000000000,062c4cb882924612931f6a4b3b1da123
evento=app_start status=ok,app_start,,6d2a3491-2393-4fa7-8f94-cd0c5d7e56a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sistema,ok,,,,INFO,1786414724000000000,
evento=pagina_erro_exibida status=warn metodo=GET rota=/sd traceId=err-3d3fb49b-f40e,pagina_erro_exibida,,33c44fd1-3248-4524-85ba-d3b2f31d1bc5,,,,,,,,,,,,,,,,,,GET,,,,,,,,/sd,,,,err-3d3fb49b-f40e,paginaErros,warn,,,,WARN,1786414353000000000,
evento=pagina_erro_exibida status=warn metodo=GET rota=/sd traceId=err-723b79f4-9069,pagina_erro_exibida,,3c19f4d5-07e9-4d37-9379-c84885baab29,,,,,,,,,,,,,,,,,,GET,,,,,,,,/sd,,,,err-723b79f4-9069,paginaErros,warn,,,,WARN,1786414094000000000,
evento=http_access status=ok,http_access,1,54825edf-5fa6-4640-82c6-210c8c50b2e2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786414052000000000,3c15205e9ba3464fb3ddc529b8259547
evento=http_access status=ok,http_access,3,adedd12c-e50c-4134-b573-cd57660ca0db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786414052000000000,75f182bfaaed444ab49cae343b616551
evento=http_access status=ok,http_access,1,9e6712f1-c010-4c9b-9019-b1915839e8f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786414049000000000,0b06ce52cd334314bdfa048ed5a8f14d
evento=http_access status=ok,http_access,8,40105316-5d6d-41e0-8dfd-549b0b9ea9b7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/telemetria,INFO,1786414049000000000,318fafcf36e14eaeb5db9517800dae20
evento=http_access status=ok,http_access,3,f7ccf03c-2996-458e-a484-9d182ca33ef0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786414010000000000,b587ce6f6a5347a89d9357be62a5da89
evento=http_access status=ok,http_access,33,6a0186a2-b949-4dc0-b749-5223bad2115b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/telemetria,INFO,1786414010000000000,269e5c8166634b5ba471d8abb93cff4c
evento=app_start status=ok,app_start,,8779650a-b9af-4426-af6d-26ebe0f6b0d2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sistema,ok,,,,INFO,1786413952000000000,
evento=http_access status=ok,http_access,1,13479f1c-5def-4a99-ac73-998782ef9d76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786413883000000000,1e0940753220451994da32011495016a
evento=http_access status=ok,http_access,13,68d78f4a-efe3-4170-bb7d-8625686dd4bb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/telemetria,INFO,1786413883000000000,30c4f15742b34825bcacdada93a2aa01
evento=http_access status=ok,http_access,1,3d01a808-1eec-437a-bdf7-3cfa055e8cd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/login,INFO,1786413684000000000,07018ade6c3d4c949c0c23917dbbc39b
evento=http_access status=ok,http_access,4,792fa10f-703b-4bb4-8549-39aedb397c8f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786413683000000000,b6a635bf4ca54bc79a0a107c6c0c71f7
evento=http_access status=ok,http_access,2,f9c7b454-e49d-4bdd-8403-ad201904c203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,303,/login/github/callback,INFO,1786413683000000000,8d12b1c9284c40598b9950a17cfa9f31
evento=login_github status=state_invalido resultado=state_invalido,login_github,,592fc5e7-857f-4612-a2fd-410d82237c86,,,,,,,,,,,,,,,,,,,,,,,,,state_invalido,,,,,,seguranca,state_invalido,GET,,/login/github/callback,WARN,1786413683000000000,8d12b1c9284c40598b9950a17cfa9f31
evento=http_access status=ok,http_access,5,46a51b00-aa75-4f50-842e-5ce8a367c397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/login,INFO,1786413683000000000,eabb9c7ffa1943198b16d61a54cbb426
evento=http_access status=ok,http_access,8,76bca69c-9fa9-4947-a974-2a80607571fb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,303,/login/github/callback,INFO,1786413682000000000,f2fb2e7825e84e81b274a9c0462c0041
evento=login_github status=state_invalido resultado=state_invalido,login_github,,59b42a0a-de88-496b-9bab-a245353513c7,,,,,,,,,,,,,,,,,,,,,,,,,state_invalido,,,,,,seguranca,state_invalido,GET,,/login/github/callback,WARN,1786413682000000000,f2fb2e7825e84e81b274a9c0462c0041
evento=http_access status=ok,http_access,4,8e91f614-ce07-4213-aca0-d3ae1b34312d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786413673000000000,4926e40487cc4100a8b2382d44aef44e
evento=http_access status=ok,http_access,3,b50fe8a3-7169-4902-9c88-9b19391d7aa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/telemetria,INFO,1786413673000000000,4eef6b8c4da54a54910553b89e998ca4
evento=http_access status=ok,http_access,1,691519ac-5bb3-4928-93ed-50acbb9d9ae1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786413671000000000,585a71256ba14020b2128276e9a28b96
evento=http_access status=ok,http_access,14,f2a3ccad-01ee-4c1a-847a-466f5d4f1046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786413671000000000,8dd5b4ffcaef4ce183a9ce209e8f4a89
evento=http_access status=ok,http_access,1,a2cccfc7-b57e-4b18-b67e-cad288184ac6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786413666000000000,e39857e6ad174df2989ff2fa815b9874
evento=http_access status=ok,http_access,2,fba6b0a6-530e-42ff-8eff-f1303f873586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/telemetria,INFO,1786413666000000000,4b47c0b76e414737a692edeea2769b93
evento=http_access status=ok,http_access,3,62dbd772-8a14-4a4c-869c-bb91f533b74d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786413658000000000,c151df92797f439181f9b30b2942b374
evento=http_access status=ok,http_access,25,90f9a8c6-83f9-4678-bd15-2a66c752c896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/telemetria,INFO,1786413658000000000,dce563fa6a1c4ee6a5c81736d5464ce4
evento=http_access status=ok,http_access,6,6b5425de-89f9-4c11-a84b-4687883d0328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786413644000000000,d48b96018cfe438292a2e63fc392926c
evento=http_access status=ok,http_access,88,becc2d80-c398-460b-9252-b6ff08e3b021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/telemetria,INFO,1786413644000000000,0d278b93332a483cb0a14baec856dbe9
evento=app_start status=ok,app_start,,4fe6eeb1-5eae-4339-9205-2912773a548f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sistema,ok,,,,INFO,1786413640000000000,
evento=http_access status=ok,http_access,2,47897e4b-f774-41c4-ba48-2d0976890b42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786413438000000000,180f9e7965ce4309bdd6c808c1c7d976
evento=http_access status=ok,http_access,37,dfe21466-6897-4731-ae15-dd2bc4944201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/telemetria,INFO,1786413438000000000,01d66a72ce3347f8ae17fbcf39059ee9
evento=http_access status=ok,http_access,3,4387fb64-9756-4ca7-9d3d-a74bc815550f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,303,/telemetria,INFO,1786413410000000000,e36ecb11457d4caaa87991192b2bbdb8
evento=app_start status=ok,app_start,,16c3db41-9231-4caf-a4a6-ce9830b4f6d9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sistema,ok,,,,INFO,1786413384000000000,
evento=http_access status=ok,http_access,5,a8063c39-9f4c-4101-9457-79ee0ba8df6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786413199000000000,6436e4fd4577491eb6cf8ec35bf0ea4c
evento=http_access status=ok,http_access,34,6f3b2032-b1e2-4de3-9bf7-a9f1ebee458d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/telemetria,INFO,1786413199000000000,6887af746088454bb5f8d00d0c5b68d5
evento=app_start status=ok,app_start,,80d117df-34a5-41c1-96ec-922d1aa45d04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sistema,ok,,,,INFO,1786413098000000000,
evento=app_start status=ok,app_start,,f33be9f7-fde2-4618-838b-6e01d206579d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sistema,ok,,,,INFO,1786412781000000000,
evento=http_access status=ok,http_access,0,4af7d35a-feab-49a1-878a-92e2fa414a81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786412673000000000,5594b291854a450786e60ba11bc1a112
evento=http_access status=ok,http_access,3,45161e8a-811a-4e3d-a2e1-be4b37881454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/telemetria,INFO,1786412673000000000,8ab5aa6b84034b45990e072fe44f5171
evento=http_access status=ok,http_access,1,7b5000e6-897b-4efa-9c4c-70a375fbba1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786412493000000000,690e3a0c1d9b4a3799e525d535241c0b
evento=http_access status=ok,http_access,3,b7d9b48f-dde6-451e-8f84-42020ec231e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786412492000000000,13648129339b4f49a8659495c68c947d
evento=http_access status=ok,http_access,2,b2fbeb9d-22fd-4dcd-a5d0-1e4fd6867bb6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786412406000000000,705c64904a7a42b2a0dc1427a8e65892
evento=http_access status=ok,http_access,14,62dd57b2-1603-4ddc-9d76-38c5da88ac02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/telemetria,INFO,1786412406000000000,890c9318775b412e9ca1981444bf68d1
evento=http_access status=ok,http_access,5,5f673c18-cccb-48fc-b8f8-8d79eafdd947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786412406000000000,407b92a7b47e42df9c19a2f6d830f933
evento=http_access status=ok,http_access,69,87ee7444-a41b-4aba-b676-b24bc29e9dc8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786412405000000000,3fabbfcb5eb942949c3392e6682789d8
evento=app_start status=ok,app_start,,29d8a994-4b7a-47ea-b539-57b301538098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sistema,ok,,,,INFO,1786412393000000000,
evento=http_access status=ok,http_access,36,5bb80af5-08fb-4090-9091-1ab451fb387a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/telemetria,INFO,1786412134000000000,29dfba8832054d1ebf258df40855f1f8
evento=app_start status=ok,app_start,,5b14309f-e397-4065-a272-7d2ef68edf8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sistema,ok,,,,INFO,1786412128000000000,
evento=http_access status=ok,http_access,9,181c0ac8-d1bc-4d7b-8afe-0b2dc12eaa4b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/telemetria,INFO,1786411876000000000,a62e79c2380c4bb488d25454ab4976f4
evento=http_access status=ok,http_access,3,330df0b0-aa16-4656-9827-257be68fc299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786411859000000000,76deb7ab161141cb94262203ea3b6f9b
evento=http_access status=ok,http_access,34,bcc18551-96a8-41b4-bcac-be92ec18b337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786411859000000000,69b173162b5447d7b517943b0144db75
evento=app_start status=ok,app_start,,638fbb20-dd25-4a26-8a67-ec9989c60a80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sistema,ok,,,,INFO,1786411855000000000,
evento=http_access status=ok,http_access,1,53aebf29-4198-47dd-ae3d-6be1692ee307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786411817000000000,72be7d13fffd420c92230df67228683b
evento=http_access status=ok,http_access,2,5e221f01-17f5-41f6-a450-d01ba79d0ab1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/sobre,INFO,1786411817000000000,248f6b24675749f5bfe478381bee1bb6
evento=http_access status=ok,http_access,1,86070802-2123-4e8e-aee3-371859c98837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786411724000000000,5e86668c405b462eab92277ecc29e2e6
evento=http_access status=ok,http_access,2,430a1c83-e3bb-49f2-9824-ddd4774fd7c0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/telemetria,INFO,1786411724000000000,8cb37f620c2c4c779740953106ceb167
evento=http_access status=ok,http_access,2,30b000d2-1026-4e01-a59d-d424618bba11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786411724000000000,28bb5d6aa9924cae8f1946455f3da790
evento=http_access status=ok,http_access,20,a4e7d169-f912-475f-af51-5c905eb471b8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/documentacao,INFO,1786411723000000000,4067f91dfb6c4e4ca741c25f163d6401
evento=http_access status=ok,http_access,0,b3c0d23f-def8-4223-a861-f37632dbb724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786411723000000000,ba1bb90f2d424c8ba2358cab44525b64
evento=http_access status=ok,http_access,5,a20f5e7d-ec42-4c39-8a36-aff1adaacc10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/diagnostico,INFO,1786411723000000000,1799249916b34e36b8c9ce5bd8a73953
evento=http_access status=ok,http_access,3,1b300685-2496-4796-b91c-06798722da31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/simuladores/api/handshake,INFO,1786411722000000000,667f3bb374c2438498cd726ca62472a8
evento=handshake status=ok dados=true encerramento=true passos=9,handshake,,25fd9d63-35c4-49b2-9cc6-05b8ddeb54c7,,,,,,true,,,true,,,,,,,,,,,9,,,,,,,,,,,simuladores,ok,GET,,/simuladores/api/handshake,INFO,1786411722000000000,667f3bb374c2438498cd726ca62472a8
evento=http_access status=ok,http_access,1,ca1dab0e-9765-41e0-bd3e-57a284df1221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786411722000000000,803ed9329f9847bdb763ef276f6ca911
evento=http_access status=ok,http_access,2,a6108054-c51f-448f-a4aa-0aeef85c18b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/trafego,INFO,1786411722000000000,2d17a9f27b584e91bb73844547834043
evento=http_access status=ok,http_access,2,6af58439-05e9-4b4e-b12c-a7ad2595d14a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786411721000000000,1a250194513340e3984a3d25bdcf6214
evento=http_access status=ok,http_access,2,3bc06ef1-5367-4a82-9804-05ed7a9b839e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/localizacao,INFO,1786411721000000000,3028ecece43641f383b14e248f74a3cc
evento=http_access status=ok,http_access,3,f0120f61-949e-4073-b87c-f357f2f0700d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786411720000000000,dc08a2cae92c464d8efd86878a15114b
evento=http_access status=ok,http_access,2,e887ddbe-160d-44d8-9a17-f7625d40e678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/seguranca,INFO,1786411720000000000,1a648090d21b4a7ca560362c3857bf5e
evento=http_access status=ok,http_access,1,06328014-abfc-4b4e-8ea1-a5d9f662650d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786411717000000000,541403ec2cba4029a058c820d4bf0801
evento=http_access status=ok,http_access,57,9a7c6727-8da3-4c1c-bea4-697b2c52d6c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/documentacao,INFO,1786411717000000000,236e458556414811b046f49230866e58
evento=http_access status=ok,http_access,4,fc97d474-8668-4f58-908f-dc249c2f0b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786411714000000000,bc1274c380204876bf453f6e0d78b9df
evento=http_access status=ok,http_access,2,d585c6f7-a43f-4af6-acf2-3b84a8689723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/telemetria,INFO,1786411714000000000,73f4f4a7bac240acb94511f4475caee0
evento=http_access status=ok,http_access,1,04aee65d-9edb-4daf-b934-6a8c95ef1267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786411688000000000,548f3f29414344eda47fe32db3f53141
evento=http_access status=ok,http_access,7,82c0d3e1-ae54-47c8-909a-54a5a3a53c9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786411688000000000,2de21e27539b4717acb0657c7079f969
evento=http_access status=ok,http_access,2,9059edee-cf67-43e0-8629-3d0e8c2e3501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786411671000000000,8311f7e1520f4540b2500f0e8ae8d86a
evento=http_access status=ok,http_access,5,9a35c9d3-0e32-437b-89dd-acdfb0646e2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/telemetria,INFO,1786411671000000000,4c05e74619ff461fb7560f0923f7c0c0
evento=http_access status=ok,http_access,2,081ac562-d0c3-49e4-ac5d-af3c3ca56afd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786411591000000000,63cd57b4af684ac88ff52fd46b2fd279
evento=http_access status=ok,http_access,29,d74136ff-46f9-4827-abb5-39db861ba871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/telemetria,INFO,1786411591000000000,9ddde088b4044507a00f1d410551f468
evento=app_start status=ok,app_start,,6b62ca38-6594-42dc-88e9-153858b407f5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sistema,ok,,,,INFO,1786411579000000000,
evento=http_access status=ok,http_access,1,d441e02b-d215-45a5-ae43-f7e0e47a96c7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786411528000000000,26db1d0f594e4830b44a8fb4a06d42dd
evento=http_access status=ok,http_access,1,d7bdf5e6-4726-42df-9c5d-a4606222f2e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786411527000000000,217dab93ba78447da809d2b9e6bd507a
evento=http_access status=ok,http_access,2,3bd83b21-46c6-4818-a1e9-68d90f24325f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786411344000000000,2b2455e5f1dd4064bef22d126616acb5
evento=http_access status=ok,http_access,2,c244092f-f38e-4e19-94b0-737380b76d3b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/telemetria,INFO,1786411344000000000,54dfab2994924ae584e080cf7ddd7cb1
evento=http_access status=ok,http_access,3,d1e8ac9d-201f-436b-8115-676c09937e5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786411297000000000,9f49b0ded7264caf82d9850e8ca62fe7
evento=http_access status=ok,http_access,7,8d57a91a-82ce-413e-88a8-261a92bf0a0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/telemetria,INFO,1786411297000000000,c433f618772b455f8b07519c236745fc
evento=http_access status=ok,http_access,46,7ebcb268-bc4d-4a9e-8a36-7f182993b12d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/telemetria,INFO,1786411293000000000,5e480178eb6146e08155e9c541f789e1
evento=app_start status=ok,app_start,,df883852-90f6-42a2-ba72-b74b67c4e92d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sistema,ok,,,,INFO,1786411288000000000,
evento=http_access status=ok,http_access,1,38218684-43b7-4380-9cb0-d7e16e5ea4cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786411069000000000,f702f0a6f5d740cfaec147421cc81fe2
evento=http_access status=ok,http_access,1,826bd439-07c0-4c61-b26d-77293b85fa31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/telemetria,INFO,1786411069000000000,8764c86194a94f2b94b5b6ed2a8c4a6c
evento=http_access status=ok,http_access,1,8bc1a8dd-e8ea-4d00-96a5-33647574e833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786410806000000000,4a4e6623c7d041e2a6ab7542a066a6e1
evento=http_access status=ok,http_access,1,efa8bc07-43f2-4b33-9cc6-5489c7784014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786410782000000000,a3b1bab85e18404eb72eedffe10ac129
evento=http_access status=ok,http_access,3,6cfe682f-6d50-4394-ae63-45e44761c9b6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/telemetria,INFO,1786410781000000000,0897c4d5db254393aef5f573f5c6d722
evento=http_access status=ok,http_access,1,ddbd3617-6f71-4931-97b1-a019f9107bda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1786410778000000000,aeee71cc2ea649008762e4375be701bb
evento=http_access status=ok,http_access,2,22a7c959-4c71-44d3-b9ec-8e9525ba3479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/telemetria,INFO,1786410778000000000,9335c22a788047e5972107e8d88d239f
evento=http_access status=ok,http_access,1,db61bad0-6e62-4647-a456-b5930259c764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,303,/login/github,INFO,1786410772000000000,47de0aea13f841b7a4b6e72b10d4e81e
evento=http_access status=ok,http_access,1,714c326f-2994-4e77-978f-abe59af249a6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/login,INFO,1786410771000000000,ffce937e099a4a709607838ea9c99353
