body,event.name,framework.duration_ms,framework.event_id,framework.field.ataques,framework.field.atributos,framework.field.autenticacoes,framework.field.checagens,framework.field.ciphers,framework.field.conceitos,framework.field.dados,framework.field.durationMs,framework.field.encaminhamentos,framework.field.encerramento,framework.field.hardening,framework.field.host,framework.field.httpStatus,framework.field.ip,framework.field.login,framework.field.metodo,framework.field.mitigacoes,framework.field.modo,framework.field.passos,framework.field.passosSelecao,framework.field.protecoes,framework.field.protocolo,framework.field.resultado,framework.field.rota,framework.field.status,framework.field.statusCalc,framework.field.tipoServido,framework.field.tipoSolicitado,framework.field.total,framework.field.traceId,framework.field.veredito,framework.module,framework.status,http.request.method,http.response.status_code,http.route,severity,timeUnixNano,traceId
evento=aprofundamento_view status=ok ataques=5 conceitos=6 protocolo=http,aprofundamento_view,,ad44713e-b2b9-4b1b-99b7-f5404f121b26,5,,,,,6,,,,,,,,,,,,,,,,http,,,,,,,,,,protocolos,ok,GET,,/protocolos/http,INFO,1788807834000000000,c8656555be2f43aeb531fdb52b09f7c3
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,ceba8b7f-1c73-4df1-95e6-03691ab48115,,,,,,,,1,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788807833000000000,7d51320e3dad4244b205f1e35fbb8408
evento=http_access status=ok durationMs=19 httpStatus=200,http_access,19,00371f28-03bc-4b96-a586-941ef35a2ddb,,,,,,,,19,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/protocolos,INFO,1788807833000000000,900785020775498cac632178a4afc4c0
evento=catalog_load status=ok total=47,catalog_load,,d4e57dbc-e6ee-4fc0-8574-69746ea34add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,protocolos,ok,GET,,/protocolos,INFO,1788807833000000000,900785020775498cac632178a4afc4c0
evento=catalog_load status=ok total=47,catalog_load,,01e0c8b8-c883-44a4-b367-d1b2d79c6983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,protocolos,ok,GET,,/protocolos,INFO,1788807833000000000,900785020775498cac632178a4afc4c0
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,4eed8b7e-3030-49cd-9d79-4a2a5de6b072,,,,,,,,1,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788807831000000000,3cb5f6ae6e6c4f45bcb94f19dd3ddf14
evento=http_access status=ok durationMs=10 httpStatus=200,http_access,10,b77c8782-9579-4228-b879-a6aba499b230,,,,,,,,10,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/portas,INFO,1788807831000000000,377248a5e7fc42ee9d99b2906b85a061
evento=catalog_load status=ok total=30,catalog_load,,36bb7967-7409-4836-bcfc-9db31dab8fb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,portas,ok,GET,,/portas,INFO,1788807831000000000,377248a5e7fc42ee9d99b2906b85a061
evento=http_access status=ok durationMs=0 httpStatus=200,http_access,0,8881e42b-c128-4018-8191-55e63f7abbb4,,,,,,,,0,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788807830000000000,3b3452e542eb4ce7baf2c3a874035458
evento=http_access status=ok durationMs=3 httpStatus=200,http_access,3,b2f778d9-2b90-4fe8-a211-77069a310c7b,,,,,,,,3,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/calculadora,INFO,1788807830000000000,79777465a90c4e33af4d0e0b28341cd1
evento=http_access status=ok durationMs=1005 httpStatus=200,http_access,1005,2b15c3a0-dc16-4d95-a30f-b3726b9fa703,,,,,,,,1005,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/api/informacoes/geo,INFO,1788807829000000000,65fbe28eab0b4d77a9422f54ab737567
evento=history_persist status=ok status=ok total=60,history_persist,,0140e7da-6ab3-48ee-b39d-de1951ef0f1c,,,,,,,,,,,,,,,,,,,,,,,,,ok,,,,60,,,analiseDidatica,ok,GET,,/api/informacoes/geo,INFO,1788807829000000000,65fbe28eab0b4d77a9422f54ab737567
evento=geo_lookup status=ok ip=visitante-002 status=start,geo_lookup,,2cd4b01b-b538-4100-8923-1afa0c02961b,,,,,,,,,,,,,,visitante-002,,,,,,,,,,,start,,,,,,,analiseDidatica,ok,GET,,/api/informacoes/geo,INFO,1788807828000000000,65fbe28eab0b4d77a9422f54ab737567
evento=http_access status=ok durationMs=14 httpStatus=200,http_access,14,abec16a5-9949-4391-aadc-70dd4ebf6deb,,,,,,,,14,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/simuladores/api/anomalia-tcp,INFO,1788807828000000000,12884d8786664d6fad38e5daf9b759ff
evento=http_access status=ok durationMs=12 httpStatus=200,http_access,12,d01eb20a-68bb-4ad1-8c2d-7891b4222c9f,,,,,,,,12,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/simuladores/api/handshake,INFO,1788807828000000000,f61ff72c4f8346bca062d3ef74d5b018
evento=anomalia_tcp status=ok passos=7 tipoServido=syn-flood tipoSolicitado=syn-flood,anomalia_tcp,,ae4fcf4c-158b-49a8-8194-5e9fecd63750,,,,,,,,,,,,,,,,,,,7,,,,,,,,syn-flood,syn-flood,,,,simuladores,ok,GET,,/simuladores/api/anomalia-tcp,INFO,1788807828000000000,12884d8786664d6fad38e5daf9b759ff
evento=handshake status=ok dados=true encerramento=true passos=9,handshake,,25c041de-a577-4a7a-a6b4-b03e411b7deb,,,,,,,true,,,true,,,,,,,,,9,,,,,,,,,,,,,simuladores,ok,GET,,/simuladores/api/handshake,INFO,1788807828000000000,f61ff72c4f8346bca062d3ef74d5b018
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,5d128157-20eb-48a6-8edf-0ef6350a5291,,,,,,,,1,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788807828000000000,bad0ec75abd34a38b08366fa05f15d8c
evento=http_access status=ok durationMs=6 httpStatus=200,http_access,6,8df9855d-bb93-408b-838f-2ea4643d8934,,,,,,,,6,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/trafego,INFO,1788807828000000000,b615107ccd334682bf5d2618fc301e88
evento=http_access status=ok durationMs=0 httpStatus=200,http_access,0,cab9920f-b83e-458a-a168-27f79254749f,,,,,,,,0,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/history,INFO,1788807828000000000,c587ebbb0d3f462cb9f509f67a82ec27
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,c54f3820-3c55-49cb-b1b8-89eedebeb1bb,,,,,,,,1,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788807826000000000,f715188f6b5e4e7784c1c2746ab7e3cd
evento=http_access status=ok durationMs=2 httpStatus=200,http_access,2,e4bfcf78-6fd0-45b5-980a-a62c5e6a90df,,,,,,,,2,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/localizacao,INFO,1788807826000000000,1e8f1396f9d34cd8bbd72ccb4129ad81
evento=http_access status=ok durationMs=0 httpStatus=200,http_access,0,3b8f643d-0ed9-406f-8aee-ec8638e04995,,,,,,,,0,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788807804000000000,b0841584b5e546b19f901fee788d2149
evento=http_access status=ok durationMs=2 httpStatus=200,http_access,2,33f3a9cd-5d5f-4710-b1d3-a8ee71997926,,,,,,,,2,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/resolucao-problemas,INFO,1788807804000000000,79d1a05daa354fd8878858c83b39ded5
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,4d65d9f3-2091-42e3-a97f-ea76667eaede,,,,,,,,1,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788807801000000000,b23905177fce4661aed6cd02401275a4
evento=http_access status=ok durationMs=3 httpStatus=200,http_access,3,18f9a366-91ac-4d97-a8c7-6c9260a912bf,,,,,,,,3,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/resolucao-problemas,INFO,1788807801000000000,8959efaab0714f0b8efb2378e7faca35
evento=http_access status=ok durationMs=0 httpStatus=200,http_access,0,a5c7d8d0-d49f-434c-817e-7a887f519c28,,,,,,,,0,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788807793000000000,ec59cadc2f8e4731903a11bf0cdcf291
evento=http_access status=ok durationMs=15 httpStatus=200,http_access,15,530db21e-d500-45c8-ae43-d8e1a83a97b8,,,,,,,,15,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/resolucao-problemas,INFO,1788807793000000000,9625120437e64a9f955fb6665abf906b
evento=http_access status=ok durationMs=0 httpStatus=200,http_access,0,ddedc2f1-9b95-4ba5-9fea-338db33a2cee,,,,,,,,0,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788807763000000000,7c058d8e8ab343f5b9cfeea76aefb365
evento=http_access status=ok durationMs=13 httpStatus=200,http_access,13,9ad45608-d8bc-4d97-bb25-520e02e24148,,,,,,,,13,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/protocolos,INFO,1788807763000000000,e98d023f6f8d45f283f0d0b145814104
evento=catalog_load status=ok total=47,catalog_load,,2624ff55-fe88-4e61-bcbb-b7d99f694dc3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,protocolos,ok,GET,,/protocolos,INFO,1788807763000000000,e98d023f6f8d45f283f0d0b145814104
evento=catalog_load status=ok total=47,catalog_load,,d8eaf532-a466-4f7f-bc0d-18c8cbaa35c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,protocolos,ok,GET,,/protocolos,INFO,1788807763000000000,e98d023f6f8d45f283f0d0b145814104
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,52448c0f-1623-4655-b362-e87aa5ee9591,,,,,,,,1,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788807756000000000,b1ebf93f1f8d408898bdd2984fcf0a5a
evento=http_access status=ok durationMs=13 httpStatus=200,http_access,13,8a01a4ca-0934-4db1-996d-2f2da7343f84,,,,,,,,13,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/portas,INFO,1788807756000000000,b885e1bdd74f47c1b4fe4a7f57a72cac
evento=catalog_load status=ok total=30,catalog_load,,0fa62802-02f9-4594-8110-5f60c25e7f49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,portas,ok,GET,,/portas,INFO,1788807756000000000,b885e1bdd74f47c1b4fe4a7f57a72cac
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,a9d2022a-c15e-4955-bb90-6d42302a0215,,,,,,,,1,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788807750000000000,5d6193b4ae9241f890f5643dd5e5e816
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,9e38efb4-9974-431e-abd3-2d6b7876fd8d,,,,,,,,1,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1788807748000000000,5296c575fe6542199c7d06784fe7ffdd
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,52962402-53d9-4b3a-81f7-95fcd2c9e881,,,,,,,,1,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788806384000000000,88d4fd28c179470b92df87b1430ee4dd
evento=http_access status=ok durationMs=6 httpStatus=200,http_access,6,c8b2c973-ce56-4023-a5a5-a9b8a4fc54ab,,,,,,,,6,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/portas,INFO,1788806383000000000,922a707aab134fca90016e9b5cbb2ced
evento=catalog_load status=ok total=30,catalog_load,,d2c017ad-1249-4ca5-8b84-d4735ab315aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,portas,ok,GET,,/portas,INFO,1788806383000000000,922a707aab134fca90016e9b5cbb2ced
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,4ecf1032-6669-4154-bfee-0121df48fe92,,,,,,,,1,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788806379000000000,b0065df46ae84f19896f5dbc03cf9ff3
evento=http_access status=ok durationMs=10 httpStatus=200,http_access,10,2e8bb2ee-26a8-4fd9-a498-f910ca5d4dd2,,,,,,,,10,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/protocolos/ipv4,INFO,1788806379000000000,884d9493d7264e9a92d2af190396b879
evento=aprofundamento_view status=ok ataques=5 conceitos=6 protocolo=ipv4,aprofundamento_view,,13bad2fe-3664-4ee7-9081-5c011857b739,5,,,,,6,,,,,,,,,,,,,,,,ipv4,,,,,,,,,,protocolos,ok,GET,,/protocolos/ipv4,INFO,1788806379000000000,884d9493d7264e9a92d2af190396b879
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,f8551da6-61d7-47c8-a5ed-4cb7af122ffa,,,,,,,,1,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788806379000000000,3139039d4e55443384e7ebe513b02a16
evento=http_access status=ok durationMs=16 httpStatus=200,http_access,16,76a6d053-5e17-43d9-96cd-09a945e64f6e,,,,,,,,16,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/protocolos/tcp,INFO,1788806379000000000,c6c04d2e23824f4180b1e9e597b20e07
evento=aprofundamento_view status=ok ataques=5 conceitos=6 protocolo=tcp,aprofundamento_view,,760cedd1-4a69-4a15-824e-f17466013816,5,,,,,6,,,,,,,,,,,,,,,,tcp,,,,,,,,,,protocolos,ok,GET,,/protocolos/tcp,INFO,1788806379000000000,c6c04d2e23824f4180b1e9e597b20e07
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,65a23343-d1bb-4f21-a2cd-a7ff3b6da72f,,,,,,,,1,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788806378000000000,71b0f59b0cfd40f492b181edf3318f9d
evento=http_access status=ok durationMs=14 httpStatus=200,http_access,14,e0c4c231-3f76-455f-b1d5-0763ba1ee137,,,,,,,,14,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/protocolos/http,INFO,1788806378000000000,2b7b5683d7e9458888d6d9c706ae8ac4
evento=aprofundamento_view status=ok ataques=5 conceitos=6 protocolo=http,aprofundamento_view,,95d0d9dd-70d1-4725-9db9-8ce6621fea66,5,,,,,6,,,,,,,,,,,,,,,,http,,,,,,,,,,protocolos,ok,GET,,/protocolos/http,INFO,1788806378000000000,2b7b5683d7e9458888d6d9c706ae8ac4
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,bcd440ec-27f2-4752-aeac-ffe91db3b5a2,,,,,,,,1,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788806377000000000,b004411bde464cf883a60e218c01c755
evento=http_access status=ok durationMs=17 httpStatus=200,http_access,17,f9db567d-fa3f-4de1-8f72-8ebf3136c3fb,,,,,,,,17,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/protocolos,INFO,1788806377000000000,39137fde95ba470ea7a34e3f2e0e35f2
evento=catalog_load status=ok total=47,catalog_load,,b2f60f55-3975-49d5-9acf-a8598f1be1a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,protocolos,ok,GET,,/protocolos,INFO,1788806377000000000,39137fde95ba470ea7a34e3f2e0e35f2
evento=catalog_load status=ok total=47,catalog_load,,60feaa45-c6d7-46e0-ada6-fcd417139963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,protocolos,ok,GET,,/protocolos,INFO,1788806377000000000,39137fde95ba470ea7a34e3f2e0e35f2
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,4b61fe4c-35d7-4b62-b830-2e258f4f97b7,,,,,,,,1,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788806375000000000,351c3d95f2f144cd939563c7e06df6a3
evento=http_access status=ok durationMs=33 httpStatus=200,http_access,33,11463492-639b-4471-95e9-e33b56a908f6,,,,,,,,33,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/portas,INFO,1788806375000000000,6d37e40d5973468d83a84ddd040cdc70
evento=catalog_load status=ok total=30,catalog_load,,cc6af9fd-db89-4ead-97de-b0653677ea86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,portas,ok,GET,,/portas,INFO,1788806375000000000,6d37e40d5973468d83a84ddd040cdc70
evento=http_access status=ok durationMs=3 httpStatus=200,http_access,3,890169f7-547d-4892-9cb3-38c0947f4ba3,,,,,,,,3,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788806374000000000,b0532c6413c24387b605ed0a17ced039
evento=http_access status=ok durationMs=33 httpStatus=200,http_access,33,43995041-aa7f-497a-8615-65d58d1d39b2,,,,,,,,33,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/protocolos,INFO,1788806374000000000,5887b6f6ccda4d5686de8752f7e183b9
evento=catalog_load status=ok total=47,catalog_load,,b1e73887-048e-4152-a0cd-884a04b8664a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,protocolos,ok,GET,,/protocolos,INFO,1788806374000000000,5887b6f6ccda4d5686de8752f7e183b9
evento=catalog_load status=ok total=47,catalog_load,,03a09c96-8b34-4de5-92a4-0a1b5390ce82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,protocolos,ok,GET,,/protocolos,INFO,1788806374000000000,5887b6f6ccda4d5686de8752f7e183b9
evento=http_access status=ok durationMs=0 httpStatus=200,http_access,0,a0257392-0324-43b2-86a3-eb01e86e14b7,,,,,,,,0,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788806374000000000,634f812bdfa24ef895e8c7ff2069dad7
evento=http_access status=ok durationMs=13 httpStatus=200,http_access,13,273ff68f-0657-4122-aad3-27c7658ddc7b,,,,,,,,13,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/protocolos/http,INFO,1788806373000000000,dd2e01be12d4406296c081aa563788cd
evento=aprofundamento_view status=ok ataques=5 conceitos=6 protocolo=http,aprofundamento_view,,a03976a6-b36c-4786-823b-d49b6f158bbe,5,,,,,6,,,,,,,,,,,,,,,,http,,,,,,,,,,protocolos,ok,GET,,/protocolos/http,INFO,1788806373000000000,dd2e01be12d4406296c081aa563788cd
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,ef446ee0-5be9-49ee-b2a9-76efc745badf,,,,,,,,1,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788806373000000000,a0121fe5bf424d8b9d38c2f0addfd2f6
evento=http_access status=ok durationMs=13 httpStatus=200,http_access,13,4b6ab04b-e117-43ae-88eb-8f48475db26f,,,,,,,,13,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/protocolos/ipv4,INFO,1788806373000000000,72fd33c27f7b490c8ec4aa3a6e0f98cc
evento=aprofundamento_view status=ok ataques=5 conceitos=6 protocolo=ipv4,aprofundamento_view,,ec4b164a-9ba3-4a7f-a6c2-39b6ad622392,5,,,,,6,,,,,,,,,,,,,,,,ipv4,,,,,,,,,,protocolos,ok,GET,,/protocolos/ipv4,INFO,1788806373000000000,72fd33c27f7b490c8ec4aa3a6e0f98cc
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,11726f64-fcdb-40c6-9c52-dfe420ec7e85,,,,,,,,1,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788806372000000000,f9f539dfd05d4362a8c23a92e111b3a4
evento=http_access status=ok durationMs=6 httpStatus=200,http_access,6,b6b51cbf-0404-4ead-956d-e6326ce9a90b,,,,,,,,6,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/protocolos/tcp,INFO,1788806372000000000,0df66abe2dd24b858aac7873e9970a1c
evento=aprofundamento_view status=ok ataques=5 conceitos=6 protocolo=tcp,aprofundamento_view,,418a4f78-9b7d-4671-8457-0ccdd714eca2,5,,,,,6,,,,,,,,,,,,,,,,tcp,,,,,,,,,,protocolos,ok,GET,,/protocolos/tcp,INFO,1788806372000000000,0df66abe2dd24b858aac7873e9970a1c
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,34e08641-ed05-479c-b256-0b3f6cefed4c,,,,,,,,1,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788806371000000000,94a49806ac8c4c91a5ff6158bca83ae7
evento=http_access status=ok durationMs=15 httpStatus=200,http_access,15,a221688b-9bc5-40be-a5ff-c37d547bb3df,,,,,,,,15,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/protocolos/http,INFO,1788806371000000000,498f97eabea142e39ed44112d19aa0bf
evento=aprofundamento_view status=ok ataques=5 conceitos=6 protocolo=http,aprofundamento_view,,89aacc0c-55f6-43f7-9ec0-37aa39af80e2,5,,,,,6,,,,,,,,,,,,,,,,http,,,,,,,,,,protocolos,ok,GET,,/protocolos/http,INFO,1788806371000000000,498f97eabea142e39ed44112d19aa0bf
evento=http_access status=ok durationMs=2 httpStatus=200,http_access,2,b83c4e5a-5dc2-420e-9a3b-bb31f0f7b2a9,,,,,,,,2,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788806369000000000,0553d4f7e05742de960ffe0abf73baff
evento=http_access status=ok durationMs=21 httpStatus=200,http_access,21,aca30ea9-bd05-4b74-b1f6-f70a9f65ee01,,,,,,,,21,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/protocolos,INFO,1788806369000000000,da288282f6114112a3da5bd24d140867
evento=catalog_load status=ok total=47,catalog_load,,10da5d38-e236-40b2-85d2-b24e27f8b017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,protocolos,ok,GET,,/protocolos,INFO,1788806369000000000,da288282f6114112a3da5bd24d140867
evento=catalog_load status=ok total=47,catalog_load,,180e8ec5-e81d-40d1-a92c-794bc08d0812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,protocolos,ok,GET,,/protocolos,INFO,1788806369000000000,da288282f6114112a3da5bd24d140867
evento=http_access status=ok durationMs=2 httpStatus=200,http_access,2,7a7c6cfc-5b41-476c-b79a-0ca63b6dc8e0,,,,,,,,2,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788806368000000000,58ac9d31aed1405db2a4e42af8086413
evento=http_access status=ok durationMs=3 httpStatus=200,http_access,3,220a0ebe-3376-4ce4-b39f-dd2eccf7a149,,,,,,,,3,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1788806367000000000,2d76564c787e4ae996b6fef4a300a4d1
evento=http_access status=ok durationMs=7 httpStatus=200,http_access,7,2ec0da7c-2cf4-4801-bab3-883d7a2e0c50,,,,,,,,7,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/protocolos/dns,INFO,1788806364000000000,b467a540569945d78711777555aa9791
evento=aprofundamento_view status=ok ataques=6 conceitos=6 mitigacoes=6 protocolo=dns,aprofundamento_view,,0d7b7bcd-1619-44f3-9952-2b94b73d7ec3,6,,,,,6,,,,,,,,,,,6,,,,,dns,,,,,,,,,,protocolos,ok,GET,,/protocolos/dns,INFO,1788806364000000000,b467a540569945d78711777555aa9791
evento=http_access status=ok durationMs=9 httpStatus=200,http_access,9,48921357-32ba-42a5-a82e-a39ed9fd39f1,,,,,,,,9,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/protocolos/tcp,INFO,1788806364000000000,f2bae0357ca74744aca24468171684f0
evento=aprofundamento_view status=ok ataques=5 conceitos=6 protocolo=tcp,aprofundamento_view,,b3cd15df-df55-41c1-897d-96183e834113,5,,,,,6,,,,,,,,,,,,,,,,tcp,,,,,,,,,,protocolos,ok,GET,,/protocolos/tcp,INFO,1788806364000000000,f2bae0357ca74744aca24468171684f0
evento=http_access status=ok durationMs=9 httpStatus=200,http_access,9,27a8beb2-f644-4ed3-b485-2cb185e1c15e,,,,,,,,9,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/protocolos/tcp,INFO,1788806363000000000,2f93130a4add438e96065fc960027125
evento=aprofundamento_view status=ok ataques=5 conceitos=6 protocolo=tcp,aprofundamento_view,,9563bd57-52b4-4617-ad05-c0828135d086,5,,,,,6,,,,,,,,,,,,,,,,tcp,,,,,,,,,,protocolos,ok,GET,,/protocolos/tcp,INFO,1788806363000000000,2f93130a4add438e96065fc960027125
evento=http_access status=ok durationMs=12 httpStatus=200,http_access,12,1c79b08d-abc3-4f20-85d4-1412e91624f1,,,,,,,,12,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/protocolos/tcp,INFO,1788806363000000000,935245d2268d4b04b1df5fdba0b24010
evento=aprofundamento_view status=ok ataques=5 conceitos=6 protocolo=tcp,aprofundamento_view,,f568eb7c-cf1e-4a08-a433-9693277bb585,5,,,,,6,,,,,,,,,,,,,,,,tcp,,,,,,,,,,protocolos,ok,GET,,/protocolos/tcp,INFO,1788806363000000000,935245d2268d4b04b1df5fdba0b24010
evento=http_access status=ok durationMs=9 httpStatus=200,http_access,9,faefaeac-ddc2-46b5-b69f-44175b005c10,,,,,,,,9,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/protocolos/handshake,INFO,1788806363000000000,91a27d3ab65d47bb8d6c83aca1077799
evento=aprofundamento_view status=ok ataques=4 conceitos=6 protocolo=handshake,aprofundamento_view,,c67a73e3-06f8-4d54-80c3-6df4a003ea81,4,,,,,6,,,,,,,,,,,,,,,,handshake,,,,,,,,,,protocolos,ok,GET,,/protocolos/handshake,INFO,1788806363000000000,91a27d3ab65d47bb8d6c83aca1077799
evento=http_access status=ok durationMs=13 httpStatus=200,http_access,13,451a692f-d6a2-4872-8b11-31fd244dbbed,,,,,,,,13,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/protocolos/ipv6,INFO,1788806363000000000,48ccffa7e0a0468aa7d74150b0346bcc
evento=aprofundamento_view status=ok ataques=5 conceitos=6 protocolo=ipv6,aprofundamento_view,,9e971873-0bae-41a9-8385-ea58dedfec0a,5,,,,,6,,,,,,,,,,,,,,,,ipv6,,,,,,,,,,protocolos,ok,GET,,/protocolos/ipv6,INFO,1788806363000000000,48ccffa7e0a0468aa7d74150b0346bcc
evento=http_access status=ok durationMs=11 httpStatus=200,http_access,11,eed643ec-3d0e-403c-a511-1614087ce5b2,,,,,,,,11,,,,,200,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/protocolos/dns/,INFO,1788806363000000000,dd04b4e8864c4c02a14971d32b2c892c
evento=aprofundamento_view status=ok ataques=6 conceitos=6 mitigacoes=6 protocolo=dns,aprofundamento_view,,d452546c-2b96-47db-a4bd-d5c835c5d7ae,6,,,,,6,,,,,,,,,,,6,,,,,dns,,,,,,,,,,protocolos,ok,GET,,/protocolos/dns/,INFO,1788806363000000000,dd04b4e8864c4c02a14971d32b2c892c
