body,event.name,framework.duration_ms,framework.event_id,framework.field.ataques,framework.field.autenticacoes,framework.field.blocos,framework.field.campos,framework.field.checagens,framework.field.ciphers,framework.field.conceitos,framework.field.dados,framework.field.durationMs,framework.field.encaminhamentos,framework.field.encerramento,framework.field.enderecos,framework.field.estrategia,framework.field.exibidos,framework.field.extras,framework.field.formatos,framework.field.hardening,framework.field.host,framework.field.httpStatus,framework.field.ip,framework.field.login,framework.field.mitigacoes,framework.field.pagina,framework.field.passos,framework.field.prefixoAlvo,framework.field.prefixoBase,framework.field.prefixoResumo,framework.field.prefixoVlan,framework.field.protocolo,framework.field.redes,framework.field.resultado,framework.field.status,framework.field.tabelas,framework.field.tipoServido,framework.field.tipoSolicitado,framework.field.tipos,framework.field.total,framework.field.totalSubredes,framework.field.truncado,framework.field.veredito,framework.field.vlans,framework.module,framework.status,http.request.method,http.response.status_code,http.route,severity,timeUnixNano,traceId
evento=http_access status=ok durationMs=6 httpStatus=200,http_access,6,4370e378-4249-429f-9a8f-4a1b30bacdcb,,,,,,,,,6,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788834005000000000,2213890d9ee14433bc1fa3fd372bff24
evento=http_access status=ok durationMs=39 httpStatus=200,http_access,39,ae4a70f7-3d57-4961-b380-4a4566a6b665,,,,,,,,,39,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/ferramentas,INFO,1788834005000000000,f1e86814fc2d41c98add1da5157de9b0
evento=catalog_load status=ok tabelas=1,catalog_load,,af68e190-fb46-4428-8779-40eef31d985d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,ferramentas,ok,GET,,/ferramentas,INFO,1788834005000000000,f1e86814fc2d41c98add1da5157de9b0
evento=http_access status=ok durationMs=3068 httpStatus=200,http_access,3068,112f2bee-2c6e-49af-8dc1-ce9253271701,,,,,,,,,3068,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/api/informacoes/geo,INFO,1788834004000000000,18bdd3de806f42a0aee6791846aaa445
evento=history_persist status=ok status=ok total=60,history_persist,,b50ba41f-92fb-4e34-9902-1796e177e94c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,,,,,60,,,,,analiseDidatica,ok,GET,,/api/informacoes/geo,INFO,1788834004000000000,18bdd3de806f42a0aee6791846aaa445
evento=http_access status=ok durationMs=45 httpStatus=200,http_access,45,5bc6c38d-dcdd-446e-8007-c7745434aadd,,,,,,,,,45,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/simuladores/api/anomalia-tcp,INFO,1788834003000000000,e3908153ef7743beb2cb3fcbf04e6db8
evento=http_access status=ok durationMs=195 httpStatus=200,http_access,195,cad116eb-d16d-4c40-95ff-e893c7281091,,,,,,,,,195,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/simuladores/api/handshake,INFO,1788834003000000000,5b17e77a98774f538214b2bc9aaabb0b
evento=anomalia_tcp status=ok passos=7 tipoServido=syn-flood tipoSolicitado=syn-flood,anomalia_tcp,,ea035e4e-755b-457f-acb9-49e5f5cfdea2,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,syn-flood,syn-flood,,,,,,,simuladores,ok,GET,,/simuladores/api/anomalia-tcp,INFO,1788834003000000000,e3908153ef7743beb2cb3fcbf04e6db8
evento=handshake status=ok dados=true encerramento=true passos=9,handshake,,147794ae-9a95-498a-8230-b3096a7ee682,,,,,,,,true,,,true,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,simuladores,ok,GET,,/simuladores/api/handshake,INFO,1788834003000000000,5b17e77a98774f538214b2bc9aaabb0b
evento=http_access status=ok durationMs=7 httpStatus=200,http_access,7,ebc8fc32-89c7-4116-8138-3446e46add07,,,,,,,,,7,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788834003000000000,9a6b9cec0ff24d1ca913645160abb458
evento=http_access status=ok durationMs=11 httpStatus=200,http_access,11,5a96b232-f7e9-4868-bcc4-b4ad4b164fc7,,,,,,,,,11,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/trafego,INFO,1788834003000000000,30c177f98b8e402594cc14b591225fd8
evento=geo_lookup status=ok ip=visitante-001 status=start,geo_lookup,,17ce3810-e2c9-4842-b667-09109fc7098c,,,,,,,,,,,,,,,,,,,,visitante-001,,,,,,,,,,,,start,,,,,,,,,,analiseDidatica,ok,GET,,/api/informacoes/geo,INFO,1788834003000000000,18bdd3de806f42a0aee6791846aaa445
evento=http_access status=ok durationMs=3 httpStatus=200,http_access,3,ee8a8636-156c-4bf2-b9df-f6f9d0f04a19,,,,,,,,,3,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/history,INFO,1788834001000000000,c9daa4e5eba4430882376f4d20ba84d5
evento=http_access status=ok durationMs=0 httpStatus=200,http_access,0,161ec4b0-498e-417e-8993-5701412e64ea,,,,,,,,,0,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788834000000000000,668f88b804774e089aca93445b6dc640
evento=http_access status=ok durationMs=18 httpStatus=200,http_access,18,dd297e5a-af26-438a-afd5-0bbac09bb38e,,,,,,,,,18,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/localizacao,INFO,1788834000000000000,47496341f4aa4ad7bb1e0405a0e09b75
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,9a9e13be-8e58-4552-bf5a-73ede7f6fc6b,,,,,,,,,1,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788833989000000000,33c5fcb488c44c2ab99f6a03c78750cd
evento=http_access status=ok durationMs=3 httpStatus=200,http_access,3,b5a13644-61cc-4b94-9568-b07788bd2741,,,,,,,,,3,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/calculadora,INFO,1788833989000000000,617cfbeb62d348c9aefac6b91ff28d7b
evento=http_access status=ok durationMs=2 httpStatus=200,http_access,2,d2b51ed8-ba05-44e6-91fd-7f62358381c7,,,,,,,,,2,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/mascara-referencia,INFO,1788833988000000000,72afe7138cfe4162be96738fb57f09fb
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,2764dec5-75b3-40cb-9c8c-bf3152ebd8f6,,,,,,,,,1,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/mascara-referencia,INFO,1788833988000000000,6322b1c1fde64f09909b54f18150abd1
evento=http_access status=ok durationMs=0 httpStatus=200,http_access,1,d9bbf810-43e5-403b-a433-771558534d6f,,,,,,,,,0,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788833987000000000,365a752f29ea4dfaa4934b6c4d60eb73
evento=http_access status=ok durationMs=4 httpStatus=200,http_access,4,ab8d5408-c00c-487b-9858-b7964fe30a55,,,,,,,,,4,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1788833987000000000,74048399f0734101809d7e04d259ca8e
evento=http_access status=ok durationMs=0 httpStatus=200,http_access,0,72f14033-6c9b-4990-af8e-49014586c80f,,,,,,,,,0,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788833974000000000,7e86dd4bd7a14c3684b5d78c6c54ec61
evento=http_access status=ok durationMs=2 httpStatus=200,http_access,2,f0c3e468-7780-4c3e-914a-68f8034c9de5,,,,,,,,,2,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1788833974000000000,6669134744204e1488607d1dadc7722a
evento=http_access status=ok durationMs=0 httpStatus=200,http_access,1,2a20beec-f60f-46eb-8e51-f3a34232bdbc,,,,,,,,,0,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/mascara-referencia,INFO,1788833972000000000,c3460082cb31476eba568286bce8cfe4
evento=http_access status=ok durationMs=3 httpStatus=200,http_access,3,ee15c5e6-cf07-4e7d-9f8c-8ce73cc684ce,,,,,,,,,3,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/mascara-referencia,INFO,1788833972000000000,ae7208dcabd54edd95f7b3fe6e85b261
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,875e3cad-d07d-4197-8f9b-98e46ef68f21,,,,,,,,,1,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788833972000000000,f9485a1274574c2fa9a80e9b33e81888
evento=http_access status=ok durationMs=5 httpStatus=200,http_access,5,a5121809-6fcc-44a1-978c-9dac3f0a42cb,,,,,,,,,5,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1788833972000000000,181a8473696c43dbb887a7201a0c06f1
evento=http_access status=ok durationMs=2 httpStatus=200,http_access,2,6c32c2bb-0cd0-4bbd-b484-afbcf1da2c6c,,,,,,,,,2,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788833970000000000,464e8c7da6a543a5b488cee4dee033d0
evento=http_access status=ok durationMs=31 httpStatus=200,http_access,31,d9be1950-f302-4a7c-b97f-575a806c20b0,,,,,,,,,31,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/calculadora,INFO,1788833970000000000,503991b9a4154dd39232a748c9eb52a9
evento=http_access status=ok durationMs=2 httpStatus=200,http_access,2,300186c2-e63c-4d12-81e3-b99997eb84ce,,,,,,,,,2,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/mascara-referencia,INFO,1788833956000000000,dd4c1fe33cb64fbe9f0b9c2009a8c355
evento=http_access status=ok durationMs=16 httpStatus=200,http_access,16,27ddcc29-9ca9-4de9-8453-785056906d96,,,,,,,,,16,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/mascara-referencia,INFO,1788833956000000000,85d2e3fffd1f44d192d7344b56045a29
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,0376f526-3353-4b29-9bed-4d98fccba32c,,,,,,,,,1,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788833956000000000,f7e6fe0ce3fe42b281d95a85ed97954d
evento=http_access status=ok durationMs=230 httpStatus=200,http_access,230,c82bb8b5-31e7-4228-9a4b-cc722db32398,,,,,,,,,230,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1788833956000000000,f9365ae886344dcda1821edd7a889c0b
evento=http_access status=ok durationMs=2 httpStatus=200,http_access,2,79049ad3-fe77-4004-90aa-0d74127025cd,,,,,,,,,2,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788833938000000000,abcc62a69f7e4056bcbed8a40e4000a5
evento=http_access status=ok durationMs=18 httpStatus=200,http_access,18,55d2a8e8-02d8-4daf-b879-a6f6aefb1339,,,,,,,,,18,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1788833938000000000,2862430e0b7c409dba15c1779f439b1d
evento=http_access status=ok durationMs=4 httpStatus=200,http_access,4,07d0a158-f35c-411b-8f22-f6285ace719f,,,,,,,,,4,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1788833866000000000,448000d86c7945e0bc7638f161e6e092
evento=http_access status=ok durationMs=153 httpStatus=200,http_access,153,37fc44ac-f6c5-4759-a252-af85b02a8820,,,,,,,,,153,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788833851000000000,206429e9e97e43b7821ff2e183d55aef
evento=http_access status=ok durationMs=200 httpStatus=200,http_access,201,605b9e7d-458b-465d-b18a-87b3e3374899,,,,,,,,,200,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1788833851000000000,851c66143a4e45708544e9aa26d2a5d4
evento=http_access status=ok durationMs=3 httpStatus=200,http_access,3,3dfab671-2555-45a9-a883-99081d0aa81a,,,,,,,,,3,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1788830949000000000,0c26f41079c049f293612d2f5077fb4a
evento=http_access status=ok durationMs=3 httpStatus=200,http_access,3,b67b0b37-4bc7-42ff-ba85-fa449bfd9f4a,,,,,,,,,3,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,web,ok,HEAD,200,/,INFO,1788830948000000000,b009ddd7c0984b56abd9dde91ea83644
evento=http_access status=ok durationMs=26 httpStatus=200,http_access,26,d497e980-325a-4881-8c47-0457133fc033,,,,,,,,,26,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1788830922000000000,551a8bd43d6d4842aeca63e7d1f463c1
evento=app_start status=ok status=ok,app_start,,7d3df8ab-c94e-49f7-9e0f-550787aa01e9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,,,,,,,,,,sistema,ok,,,,INFO,1788830901000000000,
evento=http_access status=ok,http_access,1,0ff8d5f1-c892-4717-bc11-cd12747b760f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1788830557000000000,e1104eb7024749eabc99b73afbcef952
evento=http_access status=ok,http_access,8,358fc851-a5d7-4e4b-ad0c-b05721679160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1788830450000000000,263e79711fc04754b159e0aced00ee58
evento=http_access status=ok,http_access,2,f25c9a1b-a400-4c2e-9e94-92b09d6fb068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1788830448000000000,1f3d5f23d019497b8148556b9796c8bf
evento=http_access status=ok,http_access,5,0bd29577-bd8a-45cc-bcf7-f4b6fb555ce3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1788830445000000000,9f2800bccfda480486e09d6222fbf049
evento=http_access status=ok,http_access,1,1745b3b9-1996-48ba-93e8-56ee50d350f6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1788830443000000000,2f5e6ab004904d86b52c8d3e46f73bdb
evento=http_access status=ok,http_access,9,2b1b3a02-c0ef-42c5-820c-a9a496c951da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1788830400000000000,8e22a36fc244412a9f233605da1730f0
evento=http_access status=ok,http_access,3,e6232864-a410-4b2a-ab68-a6f7982df113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1788830347000000000,9d41642b14374dab80dcc40696bb5cdf
evento=http_access status=ok,http_access,4,835453db-49c1-4d2f-a859-ecfd0c386e5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1788830300000000000,3f2ed916685441749930a73a18b4ebc4
evento=http_access status=ok,http_access,6,1017637c-5ed6-4529-af1c-196e517784b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1788830298000000000,99d2099e5fa34582bd06296a38eb6d17
evento=http_access status=ok,http_access,2,a68fe50a-fc07-4614-a8b9-4be467f2ad9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1788830231000000000,aac217247728474bbb07970439e596c4
evento=http_access status=ok,http_access,153,8057305a-024f-4006-aacb-c9f2a49ceb67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788829991000000000,819f939ab2ae4e88af3393473abc5389
evento=http_access status=ok,http_access,171,4e856b4c-c335-4d67-8e6d-af2a7dca912a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1788829990000000000,63cf19e08eff4a70a09cabcfc44f8c0e
evento=http_access status=ok,http_access,13,931ff248-dd87-4234-9b88-ac2432a2b546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/wifi,INFO,1788822624000000000,8b67e63ca41e4c3195d278c465752076
evento=catalog_load status=ok tabelas=1,catalog_load,,7a81e635-23e9-4013-90e4-9a3bc801c2f6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,wifi,ok,GET,,/wifi,INFO,1788822624000000000,8b67e63ca41e4c3195d278c465752076
evento=http_access status=ok,http_access,105,3160b682-6cf2-4d86-a0a0-669816f5be7e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/documentacao,INFO,1788822624000000000,06f39fd260cf4018b68cf54021f9561a
evento=http_access status=ok,http_access,18,4c2b9b5f-29a5-4af8-abf9-81886d2d564c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/certificados,INFO,1788822624000000000,58fadbfc25ac481b932973151fe16af0
evento=catalog_load status=ok campos=14 formatos=9 tipos=12,catalog_load,,3cab2ded-aec1-4051-a5f9-cd9b30b24430,,,,14,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,12,,,,,,certificados,ok,GET,,/certificados,INFO,1788822624000000000,58fadbfc25ac481b932973151fe16af0
evento=http_access status=ok,http_access,7,58ef0170-f483-41e3-9e0c-7eba3349a156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/ferramentas,INFO,1788822624000000000,786bbfa961fe499982888c7e6e50893e
evento=catalog_load status=ok tabelas=1,catalog_load,,a9387230-74b4-4a66-97b7-fa9273caa3fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,ferramentas,ok,GET,,/ferramentas,INFO,1788822624000000000,786bbfa961fe499982888c7e6e50893e
evento=http_access status=ok,http_access,7,552f937a-578a-4cf5-90d7-8a5895d53fbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/wifi,INFO,1788822623000000000,661cedd7e7714995ac4a56bfc31b6a2e
evento=catalog_load status=ok tabelas=1,catalog_load,,a6c1fa17-793f-4982-b074-822ae26d7907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,wifi,ok,GET,,/wifi,INFO,1788822623000000000,661cedd7e7714995ac4a56bfc31b6a2e
evento=http_access status=ok,http_access,8,54b6983c-9661-4c69-a9d0-db856b406d84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/criptografia,INFO,1788822623000000000,cc01e5ce8fab448fbf55ed74f268939a
evento=catalog_load status=ok tabelas=1,catalog_load,,b6c1a018-7b42-4710-953a-c664141b6fda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,criptografia,ok,GET,,/criptografia,INFO,1788822623000000000,cc01e5ce8fab448fbf55ed74f268939a
evento=http_access status=ok,http_access,52,a6365399-c367-4a2a-83ab-f66019685f1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/camadas,INFO,1788822623000000000,a9ed96823d3a49d7aa5ee7fe7eec279e
evento=catalog_load status=ok tabelas=1,catalog_load,,4403e4c0-dc4b-408d-8089-09ad7827737e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,camadas,ok,GET,,/camadas,INFO,1788822623000000000,a9ed96823d3a49d7aa5ee7fe7eec279e
evento=app_start status=ok,app_start,,97354a8f-735e-47bd-8cd1-93cdeeb0f361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sistema,ok,,,,INFO,1788822590000000000,
evento=http_access status=ok,http_access,2,2cc38af7-66b6-4c5c-997d-328b34462999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788815011000000000,74bd48f013ab49e4a62710c57ddbd03f
evento=http_access status=ok,http_access,2,32d93e7c-a03d-4d20-b0aa-2a2059a4e073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/calculadora,INFO,1788815011000000000,0df08a59ec7648649b6bb41b489cd5b4
evento=http_access status=ok,http_access,0,ddca8175-4971-4598-aab7-86681be3193d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788815008000000000,d96dd9a83c5b46188e45a27bb63879cb
evento=http_access status=ok,http_access,3,f9c9990e-2de0-4f04-99c8-4ff4ed152ca5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/sobre,INFO,1788815007000000000,7badc8e9eae84276abd24d2f8af7fbe9
evento=http_access status=ok,http_access,2,85f54453-0423-48f6-848b-0657aab26737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788815007000000000,aad5a6edf17344c6a6b4b29556c652b7
evento=http_access status=ok,http_access,69,ae99baa3-08f8-45b9-8f43-51dfd6c97a37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/documentacao,INFO,1788815007000000000,d5cc89f4cf3d4853a2ffbb902bb7ef6e
evento=http_access status=ok,http_access,1,19a3b65f-4a63-49d0-b5b9-f26c0139e0fb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788815006000000000,e54633060a6b4f10b187c9c6814faecf
evento=http_access status=ok,http_access,16,0208d6af-002e-4a53-a511-d86ae9d06a69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/telemetria,INFO,1788815006000000000,22d128b8209f40959eb75763c3c09f0a
evento=http_access status=ok,http_access,1,d5bbdfa4-6cb6-47f1-8e29-d68862051373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788815003000000000,f4f2a7e6858d4b1eb49d2bcb85b86df1
evento=http_access status=ok,http_access,6,957612ef-7b53-4419-8424-51a8f0dd4ade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/seguranca,INFO,1788815003000000000,3974784097fe4a258c43b8ed5291beee
evento=http_access status=ok,http_access,1,5b1f978a-341f-43c4-9e62-47770dbf691e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788814996000000000,6a2c06a93f6a43399b9c1c4925b3dd60
evento=http_access status=ok,http_access,9,96cc01e8-8def-4b56-8899-956b12a4e208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/diagnostico,INFO,1788814996000000000,72b424c0ee8e448194b22057471e6026
evento=http_access status=ok,http_access,18,9422d108-e873-4c70-8117-4ff2d5e73e42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/simuladores/api/anomalia-tcp,INFO,1788814993000000000,883d6ac2f05b4cfe9d9c589d3a858bb0
evento=anomalia_tcp status=ok passos=7 tipoServido=syn-flood tipoSolicitado=syn-flood,anomalia_tcp,,e5f76297-59ef-4d67-a95d-6095d391bd57,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,syn-flood,syn-flood,,,,,,,simuladores,ok,GET,,/simuladores/api/anomalia-tcp,INFO,1788814993000000000,883d6ac2f05b4cfe9d9c589d3a858bb0
evento=http_access status=ok,http_access,24,88ce6655-e07d-4fcf-a701-9243043d4820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/simuladores/api/handshake,INFO,1788814993000000000,38c7d114bd6a4765992a4282ca7011cc
evento=handshake status=ok dados=true encerramento=true passos=9,handshake,,d8a8eb13-0858-4798-a826-9664d9096545,,,,,,,,true,,,true,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,simuladores,ok,GET,,/simuladores/api/handshake,INFO,1788814993000000000,38c7d114bd6a4765992a4282ca7011cc
evento=http_access status=ok,http_access,3,e9244a79-bccf-4a5b-b24c-68347fc9bb7d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788814993000000000,3a7f8eb8540c467198733ffdd36243f1
evento=http_access status=ok,http_access,18,29855ee6-74ba-4b91-8ab6-5aa2246c0c67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/trafego,INFO,1788814993000000000,104c5c35209749e18984c952850b7b0f
evento=http_access status=ok,http_access,1,b9085219-620e-4385-87e8-5a97ea4a2fea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/history,INFO,1788814987000000000,3e20b165931f41208b96b15d3bceae92
evento=http_access status=ok,http_access,1235,c396e868-c92c-43e9-a5ef-273249f2ffd9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/api/informacoes/geo,INFO,1788814987000000000,a01dfbe16ea447f0b17d93be80c696a7
evento=history_persist status=ok total=60,history_persist,,3c5b2f18-b72b-42fc-a273-054ac0e6d2ff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,analiseDidatica,ok,GET,,/api/informacoes/geo,INFO,1788814987000000000,a01dfbe16ea447f0b17d93be80c696a7
evento=geo_lookup status=ok ip=visitante-001,geo_lookup,,353b74fa-6db7-4126-9e2c-18c8c9d11251,,,,,,,,,,,,,,,,,,,,visitante-001,,,,,,,,,,,,,,,,,,,,,,analiseDidatica,ok,GET,,/api/informacoes/geo,INFO,1788814986000000000,a01dfbe16ea447f0b17d93be80c696a7
evento=http_access status=ok,http_access,6,efd8bbec-83f2-4df2-af6e-20414a62d66b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/history,INFO,1788814986000000000,d0496ed2bd76454da6591d18e9f402b2
evento=http_access status=ok,http_access,1,55707977-0b27-45be-91bd-5b51acf08e2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1788814984000000000,1301ef06519541f9a1db6836984ed362
evento=http_access status=ok,http_access,6,5608af93-41c3-42de-acc2-21ac0680d858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web,ok,GET,200,/localizacao,INFO,1788814984000000000,88898f3aec974ae4a94aec80f797bdf0
